site_id,site_name,mgmt_ip,vendor,cpe_type,region,Address,Island Group,City,Zip Code,parent_region
ST-1025,Vigan Landmark,10.10.15.194,MIKROTIK,RB951,Ilocos Sur,"Vigan Landmark Jose Singson st, Vigan , Ilocos Sur",Luzon,Vigan,2700,patch01
ST-1027,Candon City Poblacion,10.10.1.98,MIKROTIK,RB951,Ilocos Sur,"Samonte Road, Candon City, Ilocos Sur",Luzon,Candon,2710,patch01
ST-1028,Bacalso,10.10.17.78,MIKROTIK,RB951,Cebu,"N. Bacalso Street, Cebu City",Cebu,Cebu City,6000,patch01
ST-1029,Caltex Tipolo,10.10.9.158,MIKROTIK,RB951,Cebu,"MC Briones Street, Tipolo, Mandaue City",Cebu,Mandaue City,6014,patch01
ST-1031,Santa Rosa 4,10.10.5.134,MIKROTIK,RB951,Laguna,"F Gomez St. Brgy. Kanluran, City of Sta Rosa, Laguna",Luzon,Sta. Rosa,4026,patch01
ST-1033,San Isidro Nueva Ecija,10.10.16.46,MIKROTIK,RB951,Nueva Ecija,"Poblacion, San Isidro, Nueva Ecija",Luzon,San Isidro,3106,patch01
ST-1034,Calamba 6,10.10.15.206,MIKROTIK,RB951,Laguna,"Brgy. Parian cor. Lawa Road, Calamba City, Laguna",Luzon,Calamba,4027,patch01
ST-1035,Canlubang,10.10.16.114,MIKROTIK,RB951,Laguna,Blk 47 Phase 1 Kapayapaan Vill. Calamba City Laguna,Luzon,Calamba,4027,patch01
ST-1036,Santa Rosa 5,10.10.34.78,MIKROTIK,RB951,Laguna,"Brgy. Amihan, City of Sta Rosa, Laguna",Luzon,Sta. Rosa,4026,patch01
ST-1037,Ace Plaza,10.10.36.86,MIKROTIK,RB951,Metro Manila,"United Avenue cor. Brixton St., Pioneer, Pasig City.",Luzon,Pasig City,1600,patch01
ST-1038,Total Lucena,10.10.12.202,MIKROTIK,RB951,Quezon,"National Highaway, Lucena City, Quezon Province",Luzon,Lucena City,4301,patch01
ST-1041,Pureza 2,10.10.5.194,MIKROTIK,RB951,Metro Manila,"350 Pureza St.corner Araullo St., Sta. Mesa, Manila",Luzon,City of Manila,1016,patch01
ST-1042,Espeleta,10.10.6.102,MIKROTIK,RB951,Cavite,"Avenida Rizal St. Espeleta, Imus, Cavite",Luzon,Imus,4103,patch01
ST-1043,New York Residences,10.10.4.158,MIKROTIK,RB951,Metro Manila,"901 Leon Guinto St., cor., Estrada St., Malate",Luzon,City of Manila,1004,patch01
ST-1044,Liliw,10.10.5.74,MIKROTIK,RB951,Laguna,"Gat Tayaw Street, Brg. Poblacion, Liliw Laguna",Luzon,Liliw,4004,patch01
ST-1045,Mactan Newtown,10.10.5.26,MIKROTIK,RB951,Cebu,"GF Retail 2- The Mactan Ocean Town, Lapu-Lapu City",Cebu,Lapu-Lapu City,6015,patch01
ST-1048,Conchita,10.10.9.162,MIKROTIK,RB951,Cebu,"COnchita Bldg., 311 Jones Avenue, Osmena Blvd. Cebu City",Cebu,Cebu City,6000,patch01
ST-1053,Pabalan,10.10.5.70,MIKROTIK,RB951,Laguna,Pabalan st.corner elejordre Calamba city of Laguna,Luzon,Calamba,4027,patch01
ST-1054,Grotto Vista Resort,10.10.23.30,MIKROTIK,RB951,Bulacan,"Sta. Maria Tungkong Mangga Road, Graceville, Tungko, SJDM, Bulacan",Luzon,San Jose Del Monte,3023,patch01
ST-1056,Calaca,10.10.14.82,MIKROTIK,RB951,Batangas,"Poblacion 3 marasigan street, Calaca Batangas",Luzon,Calaca,4212,patch01
ST-1057,AMC,10.10.0.202,MIKROTIK,RB951,Pampanga,"Lot 1 Ext.Cor.Burgos St. Agapito Del Rosario Angeles City,Pampanga",Luzon,Angeles City,2009,patch01
ST-1058,Silang1,10.10.15.134,MIKROTIK,RB951,Cavite,"M.H. Del Pilar St., Poblacion,Silang  Cavite",Luzon,Silang,4118,patch01
ST-1060,J. Centre,10.10.21.150,MIKROTIK,RB951,Cebu,"LGF-04 J. Center Mall, A.S. Fortuna, Brgy. Bakilid, Mandaue City",Cebu,Cebu City,6000,patch01
ST-1061,Kingspoint,10.10.0.250,MIKROTIK,RB951,Metro Manila,"Kingspoint St. cor Quirino Highway, Novaliches, Quezon City",Luzon,Quezon City,1123,patch01
ST-1063,Cuyapo,10.10.34.174,MIKROTIK,RB951,Nueva Ecija,"Quezon Avenue, Poblacion, Cuyapo, Nueva Ecija",Luzon,Cuyapo,3117,patch01
ST-1069,Montillano 1,10.10.23.82,MIKROTIK,RB951,Metro Manila,#89 Montillano st. corner Ilaya st. Alabang Muntinlupa City,Luzon,Muntinlupa City,1799,patch01
ST-1071,Savers Plaza,10.10.34.234,MIKROTIK,RB951,Cebu,Lopez Jaena St.Basak Lapu-Lapu City,Cebu,Lapu-Lapu City,6015,patch01
ST-1074,New Sacred Heart Pharmacy,10.10.10.94,MIKROTIK,RB951,Cebu,"B. Rodriguez St. Brgy. Sambag 2, Cebu City",Cebu,Cebu City,6000,patch01
ST-1076,Fortunata,10.10.1.2,MIKROTIK,RB951,Metro Manila,"MTF Building located at Dr. A. Santos Ave., Sucat, Para�aque",Luzon,Para�aque City,1700,patch01
ST-1080,Soldier Hills,10.10.14.254,MIKROTIK,RB951,Metro Manila,"National Highway cor. Soldier Hills, Muntinlupa City",Luzon,Muntinlupa City,1770,patch01
ST-1084,San Matias,10.10.20.190,MIKROTIK,RB951,Pampanga,"McArthur Hi-way, San Matias, Sto. Tomas, Pampanga",Luzon,Sto. Tomas,2020,patch01
ST-1085,USC Main,10.10.10.98,MIKROTIK,RB951,Cebu,University GOLS COmputer Shop Jonquera St. Cebu City,Cebu,Cebu City,6000,patch01
ST-1087,BU Main,10.10.11.162,MIKROTIK,RB951,Albay,"1106 Rizal St., Brgy. 1, EM's Barrio, Legazpi City",Luzon,Legazpi City,4500,patch01
